Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1966,0.0,63.68,71.07,54.09,25.95,9.01,20.11,51.0,163.16,66.61,21.62,0.97,31.92,26.09,46.43,38.5,125.95,7.49,40.86,1.3,13.23,11.66,41.85,90.43,1.84,43.91,6.08,24.64,1.34,33.17,23.13,9.34,7.22,18.83,80.08,0.0,9.37,11.18,72.96,15.31,45.26,106.74,17.57,15.21,2.95,0.75,10.84,10.56,3.04
1967,0.0,65.33,69.54,49.91,34.6,2.63,18.56,41.0,160.5,49.53,12.73,1.02,25.58,17.75,27.95,28.47,117.47,16.2,36.79,0.29,7.69,2.72,30.89,77.18,0.42,34.74,0.71,9.63,4.79,30.57,11.67,10.0,6.68,13.08,69.93,0.2,6.28,24.76,58.19,3.16,33.16,102.13,17.92,10.43,5.33,1.49,4.52,8.77,0.17
1968,0.0,70.68,82.04,44.71,25.49,3.5,19.96,47.0,161.53,75.67,31.11,0.33,41.75,38.19,43.34,48.91,123.17,12.57,50.02,1.01,16.46,7.97,48.45,87.45,0.62,50.36,1.4,20.15,4.19,37.23,12.96,8.6,8.99,28.16,77.92,0.28,18.82,17.02,77.49,8.99,51.67,100.64,13.5,20.96,7.9,2.96,14.93,25.64,0.28
1969,0.0,69.32,78.77,56.35,29.85,6.9,22.17,65.0,173.92,71.36,24.16,0.76,38.0,28.95,45.6,49.11,120.38,19.66,52.41,2.3,14.31,8.66,48.55,84.02,1.12,56.52,2.9,20.83,6.54,45.54,24.44,10.45,10.73,20.46,88.77,0.09,14.99,23.58,76.92,9.28,51.96,101.9,18.64,21.13,10.52,1.31,8.33,20.66,1.2
1970,0.0,85.68,98.76,51.17,29.2,11.56,20.06,44.0,167.42,84.51,30.07,1.92,43.14,34.13,51.02,55.83,135.22,14.12,47.26,3.17,18.92,11.26,57.82,107.84,1.46,52.82,3.73,26.19,5.69,37.92,20.87,10.33,9.03,27.57,93.46,0.36,13.09,25.2,82.02,13.3,60.59,109.95,17.05,18.55,7.4,2.06,14.4,15.96,1.11
1971,0.0,72.88,92.2,51.7,29.74,6.2,21.76,51.0,163.69,87.75,25.19,1.55,36.68,33.49,39.19,42.79,136.36,15.72,49.89,1.29,12.88,4.35,50.91,100.21,1.8,53.52,2.26,16.6,5.06,41.15,12.49,11.9,9.98,18.01,95.46,0.53,9.84,26.34,83.75,7.86,48.6,115.09,16.19,15.86,7.67,2.27,10.66,8.8,0.53
1972,0.0,61.98,93.69,55.67,29.98,4.85,19.48,49.0,160.17,60.99,26.55,0.46,38.5,32.32,36.94,40.0,131.34,14.3,46.35,2.74,11.29,7.47,49.87,99.78,0.82,38.98,3.32,16.28,5.85,37.14,12.31,10.03,9.66,21.29,93.93,0.36,16.6,20.38,62.54,8.56,47.38,108.09,10.64,15.24,9.62,1.39,9.59,15.23,0.22
1973,0.0,66.96,92.11,50.3,27.61,5.81,32.3,73.0,154.98,80.79,31.03,0.03,47.57,40.57,42.04,55.43,146.7,28.38,56.0,7.0,19.49,12.33,50.76,109.23,1.05,54.12,3.15,21.41,13.99,53.17,10.08,9.38,14.38,27.54,81.84,0.0,18.3,34.81,80.69,11.6,56.6,105.07,13.26,20.51,16.23,1.79,16.45,17.72,0.96
1974,0.15,51.93,78.6,54.38,30.28,5.22,20.28,38.0,152.61,63.34,22.95,0.22,31.44,25.23,38.09,33.05,131.36,11.81,40.99,0.99,8.3,9.73,41.56,85.27,1.53,41.45,5.18,18.55,3.48,33.46,12.0,10.91,5.93,14.85,77.54,0.18,7.25,18.33,77.96,12.82,44.32,101.76,14.65,9.71,5.26,0.73,7.88,5.8,0.8
1975,0.31,61.32,90.22,45.1,25.15,5.07,25.52,55.0,176.14,81.81,34.09,1.74,42.95,38.76,45.24,48.96,140.71,25.68,53.71,5.7,12.16,13.1,56.5,102.1,1.09,47.33,6.89,23.52,10.41,40.85,8.0,9.44,9.34,27.81,83.39,0.52,9.29,27.39,82.48,17.33,53.08,102.67,11.87,15.06,15.8,2.35,14.32,10.17,0.65
1976,0.0,42.14,55.93,46.2,25.34,3.02,22.26,52.0,142.54,63.22,17.97,0.63,21.95,20.82,33.19,25.03,103.38,18.87,42.6,3.32,7.58,8.87,32.77,71.23,1.51,32.19,4.32,17.96,5.35,35.33,10.83,8.72,5.74,13.22,72.61,0.09,6.15,18.48,56.61,15.01,27.7,85.18,13.6,9.8,7.36,0.17,7.77,5.64,1.02
1977,0.0,85.58,108.54,55.64,29.83,8.2,21.95,61.0,152.18,91.8,26.47,1.13,41.4,43.66,49.72,62.22,142.82,18.68,53.31,3.61,12.83,7.08,56.24,112.85,1.23,51.77,2.31,22.12,5.99,46.36,24.22,10.62,11.61,33.1,103.46,0.53,19.84,26.79,74.55,9.28,67.31,123.46,16.18,26.1,10.73,1.98,12.46,15.06,1.21
1978,0.0,75.7,92.52,55.1,29.28,5.93,18.27,56.0,151.58,87.7,30.49,0.6,40.47,34.5,49.92,52.06,137.35,14.18,52.01,2.16,9.82,10.19,57.91,107.32,0.54,39.96,3.3,22.97,6.39,31.93,21.17,10.92,10.76,26.3,94.46,0.21,12.71,17.6,81.26,12.44,60.0,119.68,13.99,22.49,12.29,0.21,10.11,11.93,0.25
1979,0.0,59.67,78.14,53.68,25.91,5.31,28.93,46.0,168.15,76.71,20.8,1.22,36.57,36.92,38.47,52.24,120.36,22.81,48.01,4.48,7.93,4.72,40.27,92.14,0.37,43.05,1.27,17.11,9.66,39.76,12.13,9.47,9.78,22.44,80.61,0.0,12.75,30.59,76.14,7.67,54.96,96.61,11.56,23.31,11.59,0.69,6.69,15.38,0.58
1980,0.0,67.1,100.5,60.75,24.99,10.6,23.89,68.0,156.77,83.31,31.84,0.12,48.83,50.04,61.82,62.26,135.12,17.26,53.56,1.87,11.31,6.92,63.93,106.0,1.33,50.75,3.18,29.35,6.97,44.34,26.83,9.3,11.71,33.08,109.93,0.14,17.54,26.95,84.01,10.69,64.53,118.21,9.89,24.6,10.17,0.69,7.63,13.81,0.55
1981,0.0,70.43,87.01,64.13,33.27,7.59,18.9,58.0,151.46,79.78,22.91,0.66,35.18,38.28,48.1,44.83,137.83,11.93,44.01,0.94,7.3,5.83,51.78,98.45,0.74,52.48,3.44,21.58,4.1,41.26,22.57,11.74,7.87,21.66,97.07,0.4,10.88,16.3,83.95,8.71,56.41,112.67,19.11,23.12,6.78,0.61,6.7,11.01,1.16
1982,0.0,64.75,90.85,55.41,26.59,6.6,10.48,45.0,167.12,73.95,22.38,1.22,31.53,29.73,41.83,43.76,147.17,8.07,37.61,0.29,6.98,6.13,41.27,109.02,1.1,40.64,3.29,19.71,2.73,24.0,15.47,10.02,7.2,16.87,91.84,0.57,7.55,15.85,88.28,8.83,58.52,115.28,15.93,16.73,4.83,0.54,7.4,9.78,1.16
1983,0.18,66.88,89.02,57.63,28.95,9.48,20.19,68.0,156.09,75.59,46.64,0.73,48.9,48.31,55.91,55.83,122.09,16.92,46.71,2.6,18.48,20.55,61.95,92.1,3.81,44.65,10.98,35.75,3.54,43.82,17.17,9.77,13.16,33.09,86.61,0.21,13.91,28.96,76.03,26.15,60.04,104.55,15.2,16.55,10.9,0.55,19.23,14.81,2.14
1984,0.15,57.97,81.32,60.32,39.5,4.84,19.95,63.0,159.48,71.51,22.35,1.4,33.21,34.11,39.08,33.34,137.52,19.11,46.31,2.39,9.95,7.04,44.05,91.37,2.25,44.64,5.95,18.54,6.53,45.73,13.15,11.65,11.62,20.65,76.17,0.19,7.04,27.37,72.18,12.37,41.57,110.55,16.36,15.77,11.64,0.82,9.38,15.62,0.59
1985,0.0,85.55,84.99,55.28,28.76,4.53,15.02,57.0,173.56,93.19,18.99,1.97,25.8,27.51,38.2,40.26,146.64,10.06,41.5,0.72,8.46,4.3,41.8,101.21,1.25,43.7,0.96,14.82,3.1,39.48,13.48,10.11,8.41,18.31,83.09,0.18,7.43,18.19,74.71,5.9,56.62,118.73,15.34,12.7,3.61,1.08,7.16,7.81,0.9
1986,0.0,99.31,102.34,48.2,25.02,5.18,19.31,68.0,180.58,94.2,28.93,0.72,41.45,44.96,52.85,59.06,148.59,12.27,55.73,1.23,9.36,7.4,52.41,113.94,0.51,57.56,1.92,21.26,3.92,41.97,12.18,11.43,8.54,27.74,103.53,0.24,12.09,16.72,104.62,9.91,73.11,123.73,15.13,24.41,5.57,1.0,9.76,20.21,0.41
1987,0.32,75.68,91.04,49.51,26.47,5.36,21.95,69.0,155.71,89.58,37.82,0.94,48.94,53.02,45.57,58.81,125.5,11.45,57.26,3.9,20.69,13.14,50.47,96.88,1.67,63.91,7.82,22.41,7.46,45.57,14.61,9.48,12.92,36.34,76.99,0.33,16.86,17.02,95.99,15.91,72.85,99.3,12.42,32.92,10.32,1.38,22.43,16.07,1.67
1988,0.15,67.17,82.9,52.82,31.89,6.66,34.18,61.0,143.9,70.98,39.34,1.66,43.41,45.62,52.48,50.02,119.84,27.59,51.91,9.6,18.08,16.42,49.58,90.78,4.63,50.7,14.42,28.27,14.3,46.96,11.82,12.74,16.45,30.29,74.16,0.23,17.52,36.29,76.8,22.4,58.28,98.35,19.57,22.12,16.57,1.19,23.32,19.18,5.54
1989,0.0,83.32,83.54,47.89,25.43,4.7,25.91,75.0,163.84,91.37,24.59,0.84,32.27,42.15,42.39,52.93,126.88,17.07,62.41,2.52,10.3,9.29,45.14,94.19,0.95,55.42,7.28,21.7,4.88,35.27,16.36,12.25,9.89,25.77,75.61,0.0,11.3,25.78,93.41,14.53,62.73,103.67,15.12,24.34,5.9,0.86,9.52,16.63,1.79
1990,0.0,71.98,94.47,50.23,31.76,5.77,24.92,70.0,178.92,90.16,36.49,1.89,35.92,34.66,52.78,40.27,137.75,19.19,51.11,2.38,6.76,10.19,56.57,103.31,0.96,45.1,4.78,24.94,6.46,39.59,21.87,11.12,10.0,17.99,98.99,0.35,4.94,30.44,95.62,13.91,57.15,121.99,17.79,18.16,4.38,3.52,12.04,8.62,1.73
1991,0.06,98.22,112.74,45.49,30.18,4.44,27.49,71.0,184.04,106.46,37.7,1.22,56.07,55.44,55.38,68.16,151.22,16.19,63.96,3.61,16.84,15.51,65.3,122.39,1.37,71.17,5.28,28.24,4.67,46.4,16.36,10.04,13.14,33.25,92.84,0.14,13.18,20.22,106.43,16.11,86.52,120.82,13.59,27.98,8.68,2.08,19.06,23.58,0.94
1992,0.0,68.19,72.71,43.61,31.35,2.33,10.78,54.0,159.77,83.61,9.23,1.59,22.43,23.37,26.08,33.84,112.1,5.22,37.49,1.51,3.25,2.21,27.84,85.92,0.36,50.43,0.64,5.63,2.14,26.62,12.18,11.2,4.82,13.67,52.78,1.06,2.85,12.06,84.22,1.64,50.27,96.94,10.65,15.56,3.1,3.38,2.34,7.77,0.47
1993,0.0,84.96,90.4,45.33,22.4,3.26,22.49,71.0,157.56,90.53,28.25,0.05,47.09,47.29,42.84,50.94,121.74,13.52,55.97,0.0,12.83,5.4,60.22,105.81,0.07,62.6,1.01,18.48,3.97,42.9,24.71,9.11,12.75,27.13,83.77,0.14,11.67,22.85,93.04,5.26,68.02,108.23,11.85,18.94,4.41,0.47,10.17,12.44,0.45
1994,0.0,80.46,82.17,49.87,29.09,5.76,33.65,63.0,192.92,83.25,20.28,3.88,27.37,29.68,41.74,40.63,129.44,23.18,58.77,7.29,11.13,4.84,41.17,93.39,0.97,54.48,1.02,15.77,8.67,46.95,22.47,14.32,12.68,20.87,92.39,0.66,12.22,34.39,81.42,5.98,54.0,114.07,20.96,12.87,12.34,2.4,9.65,10.88,0.69
1995,0.0,87.11,89.9,37.71,26.01,5.43,29.73,65.0,181.09,95.47,37.04,0.36,48.42,53.96,43.4,57.0,132.03,21.12,63.33,3.75,21.99,17.73,52.96,98.74,1.4,63.69,8.59,26.54,7.38,42.1,17.47,8.72,17.22,34.38,84.93,0.39,21.7,27.54,98.11,18.56,67.04,106.39,11.86,21.87,11.86,1.33,26.83,14.25,1.23
1996,0.0,75.49,94.83,54.13,36.06,5.25,16.3,58.0,166.32,90.13,17.84,0.79,28.3,29.28,40.97,35.14,141.76,9.02,45.32,0.29,7.89,7.79,46.28,103.67,1.46,55.3,3.67,15.35,2.07,37.09,25.42,13.01,7.08,16.52,96.08,1.11,7.26,10.89,86.96,7.76,55.71,127.66,17.37,14.52,2.74,2.32,8.39,5.56,0.63
1997,0.0,65.88,77.44,52.9,36.03,4.1,18.74,44.0,173.12,79.33,27.5,0.63,30.53,30.69,42.26,37.86,126.02,10.23,35.38,0.29,7.39,9.05,48.67,90.59,0.69,43.55,4.37,23.04,3.33,28.02,16.84,12.67,8.35,15.47,86.22,0.06,5.02,15.56,67.5,12.37,53.4,111.22,15.67,14.66,4.7,2.09,9.84,6.89,0.5
1998,0.0,101.09,120.38,46.46,31.83,5.23,23.55,64.0,184.91,107.2,31.78,2.55,45.51,45.54,58.16,55.93,152.58,17.21,56.52,2.02,14.67,6.74,72.92,127.47,1.16,65.12,4.05,30.06,6.38,41.12,19.62,10.32,10.96,26.28,94.24,0.83,14.02,26.08,98.52,11.63,82.32,138.54,19.1,20.94,5.15,6.38,13.09,8.36,1.13
1999,0.11,83.83,85.54,46.58,22.64,7.31,31.78,68.0,168.75,80.24,27.6,0.8,36.53,41.24,48.56,46.06,132.97,26.77,58.38,6.29,16.29,12.79,51.79,105.11,0.33,52.9,2.77,25.65,10.73,48.31,31.75,10.57,14.06,28.83,75.01,0.09,14.45,35.25,77.13,15.09,60.43,119.18,20.6,22.84,12.49,2.13,17.28,14.91,1.2
2000,0.0,79.98,97.03,59.13,28.05,7.93,16.98,56.0,151.04,82.06,24.47,1.85,37.63,36.48,53.3,51.99,131.92,9.15,44.87,0.0,7.53,7.38,62.19,105.47,2.32,50.75,3.23,28.95,2.72,39.57,31.93,13.3,9.67,22.65,94.47,0.1,13.14,20.1,81.25,12.86,66.13,129.03,23.81,21.1,3.35,2.1,8.58,12.39,1.98
2001,0.0,78.64,87.57,56.45,36.03,10.06,24.04,62.0,166.66,84.64,30.39,2.27,40.79,42.66,51.49,53.37,132.25,21.36,42.58,4.48,13.24,17.36,56.81,101.26,2.12,50.2,7.05,32.26,5.14,41.12,25.2,13.85,10.26,23.17,96.93,0.33,9.89,27.83,78.59,22.7,64.41,118.0,18.15,14.14,7.12,0.47,18.79,11.09,2.83
2002,0.0,95.82,101.19,57.59,31.24,8.12,31.12,66.0,187.12,105.51,36.79,2.19,52.68,58.08,59.87,70.34,151.01,24.78,55.49,4.55,22.72,17.01,65.59,118.48,3.44,60.77,7.74,38.23,8.86,49.1,29.3,13.56,14.77,38.3,100.92,0.77,23.24,30.45,89.53,25.8,83.24,120.69,22.63,31.67,10.86,3.68,19.85,18.77,2.2
2003,0.0,82.91,81.86,59.64,34.69,9.23,28.62,69.0,192.78,90.49,18.27,3.53,25.21,27.11,42.35,39.99,132.98,24.55,57.43,9.47,5.75,9.33,45.9,101.16,3.88,57.13,5.73,20.19,12.06,45.65,24.62,15.95,10.19,15.69,74.46,0.29,16.06,31.46,75.7,12.97,59.27,109.39,30.22,21.02,12.57,3.62,9.14,12.38,4.95
2004,0.38,79.39,86.27,50.71,22.88,3.16,25.81,81.0,163.2,100.16,15.53,1.9,31.79,35.18,30.38,45.79,149.8,15.78,59.06,3.25,6.98,4.09,40.56,101.0,1.49,59.08,1.97,14.44,7.45,47.34,14.17,12.67,7.81,19.73,74.47,0.8,13.96,20.82,89.7,6.26,65.03,114.09,20.38,19.75,5.29,5.61,5.87,14.08,0.86
2005,0.0,90.6,94.72,56.43,25.77,5.44,42.19,79.0,166.29,97.96,32.68,1.69,47.46,48.81,50.28,58.37,127.52,29.83,64.07,6.42,22.0,15.2,61.49,101.98,3.34,63.84,6.53,30.42,13.46,65.04,20.11,16.26,20.3,35.65,96.0,0.29,26.83,38.16,93.72,21.16,75.14,118.05,14.61,31.39,17.41,2.3,19.42,21.41,2.11
2006,0.0,83.65,81.82,61.34,35.38,8.18,33.26,71.0,163.19,86.02,29.73,3.32,42.12,39.31,51.63,53.44,130.04,22.75,55.77,5.78,16.53,11.48,58.41,99.5,2.89,53.05,5.29,24.25,9.67,47.5,20.65,18.29,14.88,28.66,93.23,1.85,21.53,33.94,79.8,17.4,64.14,112.87,18.45,23.64,10.54,4.66,17.15,18.42,3.86
2007,0.0,86.14,98.94,59.55,31.32,7.38,29.87,70.0,171.64,92.81,35.98,3.67,45.66,37.83,57.26,65.11,138.81,18.03,55.09,1.95,12.75,12.82,70.87,112.16,6.19,55.96,8.04,36.37,6.04,45.81,19.6,16.67,9.91,22.63,99.77,0.28,15.22,23.73,83.86,21.16,74.97,116.38,23.97,20.81,6.78,4.83,16.27,15.2,4.52
2008,0.0,79.52,82.94,54.65,32.17,6.47,28.21,65.0,164.73,86.32,16.13,1.29,30.93,30.63,36.61,48.89,133.81,21.0,46.54,2.24,9.27,4.7,43.63,99.86,1.19,51.43,2.41,15.97,4.3,46.55,22.6,13.3,9.35,21.63,84.08,0.94,12.53,28.98,78.52,8.45,55.43,114.11,23.38,15.64,5.57,3.67,6.75,9.02,1.37
2009,0.64,85.8,78.08,52.66,33.6,2.35,19.19,61.0,171.03,86.39,11.59,1.25,22.51,23.86,28.87,51.26,138.07,16.2,52.22,2.45,5.99,2.99,32.58,107.58,0.49,51.35,0.54,11.79,4.25,37.48,27.04,14.31,5.76,14.1,76.31,1.39,8.12,22.72,84.51,4.34,58.86,117.87,23.46,10.74,5.03,4.73,5.15,5.57,0.39
2010,0.0,98.68,107.37,68.75,26.02,6.81,41.04,84.0,165.93,98.46,34.3,1.24,58.38,54.33,61.26,71.13,139.01,28.9,74.01,12.06,22.46,13.86,75.16,116.08,0.78,78.86,4.26,27.84,11.91,57.53,31.35,15.98,16.32,37.27,111.47,0.15,22.43,33.78,100.77,15.67,81.7,125.52,23.03,35.88,13.5,2.32,22.68,22.87,1.56
2011,0.0,80.78,101.0,63.49,28.45,9.92,35.19,88.0,164.91,87.18,37.26,0.63,50.58,44.0,61.02,55.9,135.65,21.95,71.77,5.2,20.17,13.81,69.66,108.92,2.08,69.33,6.57,30.87,6.15,56.51,36.03,11.42,12.57,34.82,100.47,0.0,21.56,31.01,94.85,17.08,69.94,126.87,21.46,31.05,8.32,1.17,17.55,22.41,2.52
2012,0.0,72.96,91.67,70.63,39.83,12.44,34.62,81.0,179.92,88.23,30.87,2.79,47.25,42.01,49.52,44.76,147.47,28.22,66.99,4.69,19.19,15.22,62.92,92.07,3.08,62.98,6.76,28.01,7.27,53.78,31.54,15.97,14.01,33.18,94.31,0.08,22.11,27.96,85.97,21.79,61.5,126.02,26.12,30.13,7.38,3.95,19.83,19.54,5.6
2013,0.55,80.2,84.88,66.06,36.79,8.08,41.53,72.0,183.33,83.84,25.75,3.0,35.85,37.08,48.61,58.24,135.83,35.57,63.65,5.85,16.97,16.35,52.37,99.7,1.49,61.89,4.52,23.79,12.72,55.79,29.28,16.91,16.79,27.8,91.39,0.56,24.68,44.17,84.56,14.68,58.91,121.11,20.89,28.39,15.98,4.57,15.35,21.07,1.67
2014,0.0,77.63,81.1,62.77,40.33,4.01,21.0,52.0,168.19,99.65,15.31,3.01,35.56,34.23,37.56,54.92,132.11,17.78,46.32,3.46,6.89,6.63,53.11,98.91,0.87,57.48,1.72,14.36,6.84,36.58,28.29,15.57,7.85,22.33,85.16,1.28,13.3,20.68,81.09,5.84,55.72,115.78,17.47,19.83,6.83,5.77,6.88,16.72,1.32
2015,0.0,89.84,93.02,66.96,43.29,6.13,29.19,84.0,215.02,114.93,23.83,5.46,40.85,33.68,50.1,58.44,146.9,22.96,64.9,4.04,11.07,11.98,63.25,107.23,1.03,71.91,5.29,17.14,6.18,46.13,25.14,14.63,11.39,22.31,94.77,2.42,16.82,29.85,104.86,9.42,71.0,125.74,22.8,28.26,7.29,5.91,10.41,22.11,1.6
2016,0.38,93.37,99.22,65.38,35.74,7.97,42.01,89.0,182.69,95.07,28.97,0.43,56.2,53.55,55.86,73.63,159.53,29.39,71.62,1.8,19.13,10.27,76.89,114.22,0.83,74.33,2.76,26.33,9.04,55.83,25.78,12.94,16.75,40.28,102.39,0.1,31.24,36.85,103.76,14.5,82.67,126.7,22.06,39.06,10.11,2.47,15.52,34.16,1.78
2017,0.0,80.98,89.27,58.35,41.68,7.49,31.88,81.0,185.37,88.09,20.13,1.29,34.36,32.52,36.37,51.89,150.57,20.7,58.03,1.73,9.53,5.05,50.16,103.51,2.97,64.64,2.08,18.07,4.57,46.92,30.03,15.12,8.42,22.05,92.47,1.32,14.54,27.96,94.6,9.48,60.6,121.26,24.81,24.36,6.15,3.73,6.98,13.72,1.91
2018,0.48,117.73,117.69,64.98,40.8,10.25,47.7,101.0,197.63,124.51,31.33,1.8,57.92,60.48,58.8,99.01,168.39,41.43,88.05,8.96,20.38,15.55,80.04,133.14,1.23,92.78,3.37,24.67,18.77,59.82,27.83,20.85,23.3,49.63,114.47,0.51,38.59,46.94,130.32,13.84,98.61,139.69,29.3,43.14,18.5,3.07,16.58,33.07,1.54
2019,0.19,93.97,106.56,52.17,34.24,8.25,31.25,81.0,208.61,99.0,28.55,1.84,45.72,45.87,52.34,77.3,161.37,23.22,72.84,2.45,11.22,9.22,69.71,124.12,0.76,74.06,3.68,25.9,5.14,52.84,32.08,13.88,10.35,33.41,103.24,0.51,18.57,24.9,108.71,14.03,73.06,126.15,20.68,29.09,6.23,2.92,12.17,21.07,0.63
2020,0.0,95.76,86.09,66.55,45.85,9.49,43.59,-999.0,219.72,102.33,31.15,1.36,41.85,41.59,47.43,62.57,149.52,35.01,71.78,5.27,13.85,14.06,60.28,109.64,1.19,71.33,6.29,27.24,10.14,54.51,30.87,18.22,15.49,31.75,85.16,1.24,26.96,41.96,102.52,17.62,71.6,110.72,22.82,32.4,13.1,3.3,17.41,23.76,1.59
2021,0.0,89.96,95.74,59.16,45.08,7.69,47.29,-999.0,195.88,92.93,31.14,6.95,50.28,55.55,51.25,62.85,156.73,37.38,73.96,11.77,20.17,14.43,67.92,113.37,4.19,64.74,8.28,23.03,17.79,64.28,24.74,22.53,18.94,41.99,92.84,4.86,30.39,47.08,96.5,15.13,74.07,120.7,26.08,28.24,20.64,11.34,18.27,26.14,3.48
2022,0.0,89.83,92.65,65.56,45.33,11.34,35.5,86.0,195.4,95.0,27.15,1.75,39.46,40.99,55.51,61.14,153.17,27.62,65.44,5.83,13.3,10.2,65.13,114.56,2.72,65.48,5.48,26.62,8.79,54.06,34.56,21.98,14.37,30.78,100.62,3.0,17.75,34.68,103.89,17.1,74.52,133.27,31.76,30.42,10.34,7.83,12.71,21.2,3.18
2023,0.0,76.54,88.32,57.93,35.54,7.8,36.94,72.0,192.86,76.24,18.4,2.35,27.53,30.31,39.77,49.79,168.84,30.25,60.76,4.54,7.58,9.83,49.06,104.71,1.27,52.3,5.31,18.93,11.0,45.55,21.26,16.45,9.24,17.78,79.0,1.95,14.32,35.42,81.39,12.27,61.27,129.63,18.15,20.0,10.52,8.05,7.84,9.17,1.85
2024,0.0,87.13,97.74,71.37,42.9,8.17,41.72,79.0,190.63,100.8,24.23,3.79,40.81,42.46,44.5,65.2,175.05,31.18,71.15,11.26,14.52,8.83,56.6,106.92,2.13,66.43,4.04,20.19,15.23,56.16,38.96,20.74,15.19,32.7,96.0,0.99,27.57,34.84,101.75,14.11,70.24,135.83,26.02,32.59,17.35,7.27,13.5,22.23,3.22
